year,county,Price,Capacity,ShareCCC,ShareHighRated,ShareFCC,SharePublic
2017,Saint Louis County,116.3,18.5,.137,.236,.739,.123
2017,McLeod County,111.1,12.7,.045,.135,.874,.081
2017,Clay County,121.8,13.5,.067,.146,.888,.045
2017,Morrison County,101,11.4,.045,.179,.875,.08
2017,Chippewa County,94.7,13.7,.059,.118,.853,.088
2017,Red Lake County,78.2,21,.043,.261,.739,.217
2017,Murray County,88.2,12.8,.048,.095,.857,.095
2017,Carver County,170.9,25.9,.186,.138,.766,.048
2017,Stevens County,93.2,11.8,.065,.161,.8060000000000001,.129
2017,Blue Earth County,114.2,20.9,.128,.149,.777,.095
2017,Steele County,109.6,13.2,.032,.103,.913,.056
2017,Brown County,98.5,14.5,.04,.192,.869,.091
2017,Benton County,118,12.3,.042,.063,.9300000000000001,.028
2017,Crow Wing County,116.3,16.2,.129,.164,.793,.078
2017,Cass County,91.8,13.2,.033,.417,.733,.233
2017,Watonwan County,86.40000000000001,17.4,.167,.167,.75,.083
2017,Douglas County,106.7,12.8,.034,.126,.899,.067
2017,Cook County,116.3,10.6,.1,.4,.8,.1
2017,Meeker County,100.7,14.5,.048,.167,.833,.119
2017,Nicollet County,123.3,19,.167,.069,.792,.042
2017,Otter Tail County,102.2,11.4,.021,.143,.886,.093
2017,Itasca County,101.3,13.2,.08,.379,.759,.161
2017,Cottonwood County,88.09999999999999,11.1,.026,.237,.842,.132
2017,Roseau County,88.2,10.1,0,.121,.914,.086
2017,Clearwater County,95.8,10.4,0,.24,.88,.12
2017,Norman County,80.8,15,.056,.222,.722,.222
2017,Chisago County,129.4,16.6,.072,.165,.835,.093
2017,Koochiching County,84.40000000000001,11.6,0,.24,.8,.2
2017,Carlton County,106,17.1,.114,.386,.714,.171
2017,Wilkin County,93,10.3,.043,.13,.826,.13
2017,Lake of the Woods County,73,12.3,0,.375,.75,.25
2017,Pipestone County,90.90000000000001,11,.025,.15,.85,.125
2017,Rock County,93.09999999999999,11.2,0,.056,.944,.056
2017,Redwood County,97.40000000000001,9.6,0,.1,.94,.06
2017,Hubbard County,111.2,11.1,.036,.357,.9290000000000001,.036
2017,Marshall County,91.3,11.3,.027,.189,.8110000000000001,.162
2017,Faribault County,99.90000000000001,12.9,.143,.2,.771,.086
2017,Waseca County,99.40000000000001,12.2,.048,.095,.857,.095
2017,Sibley County,104.1,10.3,0,.176,.902,.098
2017,Lake County,116.1,9.300000000000001,0,.143,.9290000000000001,.071
2017,Isanti County,130.1,17.2,.156,.222,.778,.067
2017,Yellow Medicine County,90.40000000000001,10.2,0,.211,.895,.105
2017,Grant County,87.5,11.4,0,.208,.792,.208
2017,Becker County,109.2,12.1,.031,.347,.857,.112
2017,Pine County,108.8,11.4,.02,.26,.86,.12
2017,Lac qui Parle County,101.6,10,.05,.1,.85,.1
2017,Lincoln County,87.2,10.6,0,.179,.857,.143
2017,Pope County,103.2,12.3,.034,.069,.897,.069
2017,Swift County,87.5,11.5,.034,.138,.828,.138
2017,Kanabec County,101.7,23.1,.059,.294,.853,.088
2017,Mahnomen County,78.09999999999999,14.3,0,.571,.714,.286
2017,Renville County,95.8,13.7,.1,.125,.775,.125
2017,Aitkin County,100.4,11.5,0,.364,.818,.182
2017,Big Stone County,85.8,9.6,0,.105,.895,.105
2017,Kittson County,82.09999999999999,11,0,.25,.75,.25
2017,Jackson County,86.5,12.5,.059,.235,.794,.147
2017,Traverse County,87,11.1,0,.167,.833,.167
2018,Freeborn County,102.5,12.3,.03,.136,.894,.076
2018,Washington County,177.7,19.6,.116,.174,.823,.06
2018,Kandiyohi County,108.8,12.5,.046,.185,.87,.083
2018,Olmsted County,156,18.2,.084,.148,.865,.052
2018,Winona County,116.6,13.9,.072,.126,.856,.072
2018,Wadena County,96.59999999999999,11.7,.079,.237,.763,.158
2018,Ramsey County,188.5,23.6,.22,.264,.705,.075
2018,Dakota County,189.6,21.3,.151,.142,.8050000000000001,.043
2018,Anoka County,165.4,17.7,.122,.187,.8129999999999999,.065
2018,Polk County,104.5,13.4,.04,.182,.838,.121
2018,Wabasha County,122.3,10.8,.029,.157,.914,.057
2018,Todd County,91.09999999999999,10.9,0,.237,.847,.153
2018,Hennepin County,210.2,33.5,.306,.253,.605,.089
2018,Pennington County,114,10.7,.032,.048,.9370000000000001,.032
2018,Mower County,106.1,13.2,.026,.158,.855,.118
2018,Scott County,176.4,15.7,.068,.103,.892,.041
2018,Dodge County,128.7,11.3,.014,.072,.9280000000000001,.058
2018,Stearns County,122.1,13.3,.065,.105,.881,.053
2018,Goodhue County,130.8,12.7,.068,.117,.854,.078
2018,Wright County,152.4,14.1,.042,.085,.905,.052
2018,Lyon County,106.3,12.8,.065,.167,.852,.083
2018,Fillmore County,102.3,16,.087,.152,.8040000000000001,.109
2018,Le Sueur County,121.3,11,0,.141,.918,.082
2018,Rice County,139.2,12.4,.053,.09,.91,.038
2018,Mille Lacs County,114.2,17.2,.087,.174,.8040000000000001,.109
2018,Houston County,104.4,13,.056,.185,.833,.111
2018,Beltrami County,111.7,11.8,.025,.153,.907,.068
2018,Sherburne County,147.7,14,.066,.075,.901,.033
2018,Martin County,95.3,11,.015,.118,.882,.103
2018,McLeod County,119.4,12.6,.049,.126,.883,.068
2018,Clay County,128.3,13.3,.053,.153,.9,.047
2018,Morrison County,104.4,11.1,.029,.204,.864,.107
2018,Chippewa County,105.3,11.9,.031,.125,.906,.063
2018,Red Lake County,79.7,21.2,.045,.227,.727,.227
2018,Murray County,94.8,12.1,.045,.045,.909,.045
2018,Nobles County,93.3,12.6,.041,.184,.816,.143
2018,Carver County,179.2,25.7,.162,.131,.775,.063
2018,Stevens County,96.90000000000001,11.8,.065,.194,.8060000000000001,.129
2018,Blue Earth County,120.4,20.7,.125,.146,.778,.097
2018,Steele County,114.1,13.6,.032,.113,.911,.056
2018,Brown County,107.8,13.1,.04,.141,.889,.071
2018,Benton County,129.9,12.4,.034,.075,.925,.041
2018,Crow Wing County,121.2,15.9,.119,.169,.797,.085
2018,Cass County,103.8,13.1,.057,.396,.755,.189
2018,Saint Louis County,127.4,17.6,.118,.202,.772,.11
2018,Douglas County,114.7,11.8,.026,.105,.921,.053
2018,Cook County,130.8,18.3,.222,.444,.667,.111
2018,Meeker County,104.5,15,.051,.179,.821,.128
2018,Nicollet County,130,17.2,.164,.075,.791,.045
2018,Otter Tail County,104.1,12.2,.014,.142,.872,.113
2018,Itasca County,100.5,13.1,.023,.368,.747,.23
2018,Cottonwood County,94.09999999999999,10.7,.025,.225,.875,.1
2018,Roseau County,99.90000000000001,9.300000000000001,0,.074,.981,.019
2018,Clearwater County,107.2,9.699999999999999,0,.154,.923,.077
2018,Norman County,87.40000000000001,14.5,.05,.25,.75,.2
2018,Chisago County,141.2,14.9,.087,.152,.837,.076
2018,Koochiching County,90.8,10.3,0,.15,.85,.15
2018,Watonwan County,100.9,14.6,.111,.148,.778,.111
2018,Carlton County,104.2,15.3,.075,.343,.731,.194
2018,Wilkin County,95.59999999999999,10.6,.048,.095,.857,.095
2018,Lake of the Woods County,83.2,11.6,0,.333,.778,.222
2018,Pipestone County,96,10.7,.026,.132,.868,.105
2018,Rock County,94.59999999999999,9.4,0,.053,.947,.053
2018,Redwood County,99.90000000000001,9.9,0,.122,.918,.082
2018,Hubbard County,116.2,11,.019,.321,.925,.057
2018,Marshall County,101.2,11.4,.032,.129,.839,.129
2018,Kanabec County,114.6,11.1,.065,.258,.871,.065
2018,Lake County,106.8,9.9,0,.2,.867,.133
2018,Isanti County,141,18.9,.167,.238,.762,.071
2018,Pope County,116,11.8,.033,.033,.9330000000000001,.033
2018,Yellow Medicine County,104.1,9.4,.026,.179,.923,.051
2018,Sibley County,110.4,10.1,0,.146,.917,.083
2018,Grant County,90.5,11.9,0,.238,.762,.238
2018,Becker County,111.1,11.6,.011,.372,.862,.128
2018,Pine County,114,11,.019,.25,.865,.115
2018,Lac qui Parle County,98.2,10.6,.05,.15,.8,.15
2018,Lincoln County,93.7,10.5,0,.16,.88,.12
2018,Swift County,96,14.9,.074,.111,.815,.111
2018,Aitkin County,104.2,11.5,0,.333,.8100000000000001,.19
2018,Mahnomen County,85,14.4,0,.579,.737,.263
2018,Renville County,100.8,12.4,.079,.105,.816,.105
2018,Big Stone County,89.59999999999999,10.2,0,.095,.905,.095
2018,Faribault County,90.8,12.8,.057,.2,.8,.143
2018,Jackson County,96.2,12.5,.067,.233,.8,.133
2018,Kittson County,96.8,10.2,0,.118,.882,.118
2018,Traverse County,85.3,11.4,0,.2,.8,.2
2018,Waseca County,102.9,12.3,.048,.095,.857,.095
