county,year,varname,value_b2
Benton,2018,Cost(any),157.83
Benton,2012,QualPremium,
Benton,2013,QualPremium,1.83
Benton,2014,QualPremium,1.72
Benton,2015,QualPremium,1.53
Benton,2016,QualPremium,1.33
Benton,2017,QualPremium,1.45
Benton,2018,QualPremium,1.39
Benton,2012,Supply(CCC),.12
Benton,2013,Supply(CCC),.13
Benton,2014,Supply(CCC),.14
Benton,2015,Supply(CCC),.14
Benton,2016,Supply(CCC),.18
Benton,2017,Supply(CCC),.18
Benton,2018,Supply(CCC),.18
Benton,2012,Supply(HR),
Benton,2013,Supply(HR),.02
Benton,2014,Supply(HR),.03
Benton,2015,Supply(HR),.05
Benton,2016,Supply(HR),.06
Benton,2017,Supply(HR),.09
Benton,2018,Supply(HR),.08
Benton,2012,Supply(Pub),.01
Benton,2013,Supply(Pub),.02
Benton,2014,Supply(Pub),.04
Benton,2015,Supply(Pub),.04
Benton,2016,Supply(Pub),.03
Benton,2017,Supply(Pub),.03
Benton,2018,Supply(Pub),.04
Benton,2012,Supply(any),.62
Benton,2013,Supply(any),.66
Benton,2014,Supply(any),.7
Benton,2015,Supply(any),.64
Benton,2016,Supply(any),.66
Benton,2017,Supply(any),.62
Benton,2018,Supply(any),.63
Big Stone,2012,Cost(CCC),377.48
Big Stone,2013,Cost(CCC),132.58
Big Stone,2014,Cost(CCC),133.25
Big Stone,2015,Cost(CCC),134.49
Big Stone,2016,Cost(CCC),371.15
Big Stone,2017,Cost(CCC),396.12
Big Stone,2018,Cost(CCC),187.9
Big Stone,2012,Cost(HR),
Big Stone,2013,Cost(HR),127.5
Big Stone,2014,Cost(HR),129.34
Big Stone,2015,Cost(HR),134.49
Big Stone,2016,Cost(HR),560.24
Big Stone,2017,Cost(HR),
Big Stone,2018,Cost(HR),
Big Stone,2012,Cost(Pub),61.91
Big Stone,2013,Cost(Pub),15.97
Big Stone,2014,Cost(Pub),15.09
Big Stone,2015,Cost(Pub),15.25
Big Stone,2016,Cost(Pub),28.86
Big Stone,2017,Cost(Pub),75.48
Big Stone,2018,Cost(Pub),15.25
Big Stone,2012,Cost(any),87.52
Big Stone,2013,Cost(any),90.04000000000001
Big Stone,2014,Cost(any),94.59999999999999
Big Stone,2015,Cost(any),89.51000000000001
Big Stone,2016,Cost(any),94.83
Big Stone,2017,Cost(any),90.84
Big Stone,2018,Cost(any),95.04000000000001
Big Stone,2012,QualPremium,
Big Stone,2013,QualPremium,1.16
Big Stone,2014,QualPremium,1.19
Big Stone,2015,QualPremium,1.25
Big Stone,2016,QualPremium,1.58
Big Stone,2017,QualPremium,
Big Stone,2018,QualPremium,
Big Stone,2012,Supply(CCC),0
Big Stone,2013,Supply(CCC),0
Big Stone,2014,Supply(CCC),0
Big Stone,2015,Supply(CCC),0
Big Stone,2016,Supply(CCC),0
Big Stone,2017,Supply(CCC),0
Big Stone,2018,Supply(CCC),0
Big Stone,2012,Supply(HR),
Big Stone,2013,Supply(HR),0
Big Stone,2014,Supply(HR),0
Big Stone,2015,Supply(HR),0
Big Stone,2016,Supply(HR),0
Big Stone,2017,Supply(HR),
Big Stone,2018,Supply(HR),
Big Stone,2012,Supply(Pub),.1
Big Stone,2013,Supply(Pub),.08
Big Stone,2014,Supply(Pub),.08
Big Stone,2015,Supply(Pub),.09
Big Stone,2016,Supply(Pub),.13
Big Stone,2017,Supply(Pub),.09
Big Stone,2018,Supply(Pub),.11
Big Stone,2012,Supply(any),.53
Big Stone,2013,Supply(any),.59
Big Stone,2014,Supply(any),.6
Big Stone,2015,Supply(any),.62
Big Stone,2016,Supply(any),.6
Big Stone,2017,Supply(any),.5600000000000001
Big Stone,2018,Supply(any),.64
Blue Earth,2012,Cost(CCC),151.16
Blue Earth,2013,Cost(CCC),160.45
Blue Earth,2014,Cost(CCC),169.84
Blue Earth,2015,Cost(CCC),165.42
Blue Earth,2016,Cost(CCC),187.31
Blue Earth,2017,Cost(CCC),175.74
Blue Earth,2018,Cost(CCC),194.75
Blue Earth,2012,Cost(HR),
Blue Earth,2013,Cost(HR),131.36
Blue Earth,2014,Cost(HR),164.73
Blue Earth,2015,Cost(HR),132.06
Blue Earth,2016,Cost(HR),162.21
Blue Earth,2017,Cost(HR),166.37
Blue Earth,2018,Cost(HR),158.93
Blue Earth,2012,Cost(Pub),32.9
Blue Earth,2013,Cost(Pub),13.76
Blue Earth,2014,Cost(Pub),10.69
Blue Earth,2015,Cost(Pub),9.800000000000001
Blue Earth,2016,Cost(Pub),10.44
Blue Earth,2017,Cost(Pub),11.57
Blue Earth,2018,Cost(Pub),8.609999999999999
Blue Earth,2012,Cost(any),110.88
Blue Earth,2013,Cost(any),117.26
Blue Earth,2014,Cost(any),116.81
Blue Earth,2015,Cost(any),116.62
Blue Earth,2016,Cost(any),124.81
Blue Earth,2017,Cost(any),120.89
Blue Earth,2018,Cost(any),127.85
Blue Earth,2012,QualPremium,
Blue Earth,2013,QualPremium,.99
Blue Earth,2014,QualPremium,1.22
Blue Earth,2015,QualPremium,.97
Blue Earth,2016,QualPremium,1.07
Blue Earth,2017,QualPremium,1.15
Blue Earth,2018,QualPremium,.98
Blue Earth,2012,Supply(CCC),.23
Blue Earth,2013,Supply(CCC),.23
Blue Earth,2014,Supply(CCC),.27
Blue Earth,2015,Supply(CCC),.28
Blue Earth,2016,Supply(CCC),.28
Blue Earth,2017,Supply(CCC),.36
Blue Earth,2018,Supply(CCC),.34
Blue Earth,2012,Supply(HR),
Blue Earth,2013,Supply(HR),.01
Blue Earth,2014,Supply(HR),.04
Blue Earth,2015,Supply(HR),.03
Blue Earth,2016,Supply(HR),.02
Blue Earth,2017,Supply(HR),.06
Blue Earth,2018,Supply(HR),.05
Blue Earth,2012,Supply(Pub),.17
Blue Earth,2013,Supply(Pub),.17
Blue Earth,2014,Supply(Pub),.18
Blue Earth,2015,Supply(Pub),.18
Blue Earth,2016,Supply(Pub),.2
Blue Earth,2017,Supply(Pub),.2
Blue Earth,2018,Supply(Pub),.21
Blue Earth,2012,Supply(any),.89
Blue Earth,2013,Supply(any),.9
Blue Earth,2014,Supply(any),.9
Blue Earth,2015,Supply(any),.89
Blue Earth,2016,Supply(any),.83
Blue Earth,2017,Supply(any),.87
Blue Earth,2018,Supply(any),.83
Brown,2012,Cost(CCC),173.89
Brown,2013,Cost(CCC),149.25
Brown,2014,Cost(CCC),142.47
Brown,2015,Cost(CCC),142.63
Brown,2016,Cost(CCC),160.42
Brown,2017,Cost(CCC),169.5
Brown,2018,Cost(CCC),158.62
Brown,2012,Cost(HR),
Brown,2013,Cost(HR),155.66
Brown,2014,Cost(HR),127.98
Brown,2015,Cost(HR),130.25
Brown,2016,Cost(HR),131.21
Brown,2017,Cost(HR),123.24
Brown,2018,Cost(HR),124.7
Brown,2012,Cost(Pub),99.98
Brown,2013,Cost(Pub),28.71
Brown,2014,Cost(Pub),7.81
Brown,2015,Cost(Pub),7.62
Brown,2016,Cost(Pub),10.48
Brown,2017,Cost(Pub),9.710000000000001
Brown,2018,Cost(Pub),7.7
Brown,2012,Cost(any),99.84
Brown,2013,Cost(any),111.46
Brown,2014,Cost(any),103.37
Brown,2015,Cost(any),96.42
Brown,2016,Cost(any),111.67
Brown,2017,Cost(any),97.74
Brown,2018,Cost(any),108.01
Brown,2012,QualPremium,
Brown,2013,QualPremium,1.41
Brown,2014,QualPremium,1.12
Brown,2015,QualPremium,1.14
Brown,2016,QualPremium,1.09
Brown,2017,QualPremium,1.02
Brown,2018,QualPremium,.98
Brown,2012,Supply(CCC),.14
Brown,2013,Supply(CCC),.15
Brown,2014,Supply(CCC),.15
Brown,2015,Supply(CCC),.15
Brown,2016,Supply(CCC),.16
Brown,2017,Supply(CCC),.19
Brown,2018,Supply(CCC),.16
Brown,2012,Supply(HR),
Brown,2013,Supply(HR),.01
Brown,2014,Supply(HR),.04
Brown,2015,Supply(HR),.04
Brown,2016,Supply(HR),.07
Brown,2017,Supply(HR),.09
Brown,2018,Supply(HR),.07
Brown,2012,Supply(Pub),.08
Brown,2013,Supply(Pub),.01
Brown,2014,Supply(Pub),.1
Brown,2015,Supply(Pub),.18
Brown,2016,Supply(Pub),.14
Brown,2017,Supply(Pub),.2
Brown,2018,Supply(Pub),.16
Brown,2012,Supply(any),.94
Brown,2013,Supply(any),.91
Brown,2014,Supply(any),.95
Brown,2015,Supply(any),.92
Brown,2016,Supply(any),.89
Brown,2017,Supply(any),.94
Brown,2018,Supply(any),.87
Carlton,2012,Cost(CCC),212.35
Carlton,2013,Cost(CCC),148.5
Carlton,2014,Cost(CCC),129.48
Carlton,2015,Cost(CCC),139.6
Carlton,2016,Cost(CCC),152.82
Carlton,2017,Cost(CCC),203.18
Carlton,2018,Cost(CCC),161.2
Carlton,2012,Cost(HR),
Carlton,2013,Cost(HR),158.61
Carlton,2014,Cost(HR),116.81
Carlton,2015,Cost(HR),125.84
Carlton,2016,Cost(HR),159.17
Carlton,2017,Cost(HR),175.44
Carlton,2018,Cost(HR),153.83
Carlton,2012,Cost(Pub),87.43000000000001
Carlton,2013,Cost(Pub),26.48
Carlton,2014,Cost(Pub),12.5
Carlton,2015,Cost(Pub),12.77
Carlton,2016,Cost(Pub),14.7
Carlton,2017,Cost(Pub),19.31
Carlton,2018,Cost(Pub),10.83
Carlton,2012,Cost(any),110.85
Carlton,2013,Cost(any),114.47
Carlton,2014,Cost(any),98.87000000000001
Carlton,2015,Cost(any),100.46
Carlton,2016,Cost(any),126.91
Carlton,2017,Cost(any),119.25
Carlton,2018,Cost(any),102.13
Carlton,2012,QualPremium,
Carlton,2013,QualPremium,1.24
Carlton,2014,QualPremium,.9
Carlton,2015,QualPremium,.97
Carlton,2016,QualPremium,1.18
Carlton,2017,QualPremium,1.24
Carlton,2018,QualPremium,1.1
Carlton,2012,Supply(CCC),.11
Carlton,2013,Supply(CCC),.14
Carlton,2014,Supply(CCC),.17
Carlton,2015,Supply(CCC),.18
Carlton,2016,Supply(CCC),.24
Carlton,2017,Supply(CCC),.26
Carlton,2018,Supply(CCC),.16
Carlton,2012,Supply(HR),
Carlton,2013,Supply(HR),.04
Carlton,2014,Supply(HR),.12
Carlton,2015,Supply(HR),.13
Carlton,2016,Supply(HR),.27
Carlton,2017,Supply(HR),.27
Carlton,2018,Supply(HR),.14
Carlton,2012,Supply(Pub),.11
Carlton,2013,Supply(Pub),.12
Carlton,2014,Supply(Pub),.2
Carlton,2015,Supply(Pub),.19
Carlton,2016,Supply(Pub),.07
Carlton,2017,Supply(Pub),.12
Carlton,2018,Supply(Pub),.15
Carlton,2012,Supply(any),.5
Carlton,2013,Supply(any),.58
Carlton,2014,Supply(any),.66
Carlton,2015,Supply(any),.62
Carlton,2016,Supply(any),.57
Carlton,2017,Supply(any),.61
Carlton,2018,Supply(any),.53
Carver,2012,Cost(CCC),245.62
Carver,2013,Cost(CCC),256.63
Carver,2014,Cost(CCC),244.53
Carver,2015,Cost(CCC),247.82
Carver,2016,Cost(CCC),260.99
Carver,2017,Cost(CCC),253.08
Carver,2018,Cost(CCC),282.75
Carver,2012,Cost(HR),
Carver,2013,Cost(HR),262.01
Carver,2014,Cost(HR),268.25
Carver,2015,Cost(HR),270.18
Carver,2016,Cost(HR),269.03
Carver,2017,Cost(HR),252.7
Carver,2018,Cost(HR),286.12
Carver,2012,Cost(Pub),25.9
Carver,2013,Cost(Pub),20.57
Carver,2014,Cost(Pub),10.2
Carver,2015,Cost(Pub),9.83
Carver,2016,Cost(Pub),9.869999999999999
Carver,2017,Cost(Pub),9.94
Carver,2018,Cost(Pub),8.869999999999999
Carver,2012,Cost(any),194.98
Carver,2013,Cost(any),203.08
Carver,2014,Cost(any),195.98
Carver,2015,Cost(any),202.53
Carver,2016,Cost(any),214.59
Carver,2017,Cost(any),213.39
Carver,2018,Cost(any),232.58
Carver,2012,QualPremium,
Carver,2013,QualPremium,1.36
Carver,2014,QualPremium,1.41
Carver,2015,QualPremium,1.4
Carver,2016,QualPremium,1.3
Carver,2017,QualPremium,1.22
Carver,2018,QualPremium,1.23
Carver,2012,Supply(CCC),.23
Carver,2013,Supply(CCC),.25
Carver,2014,Supply(CCC),.31
Carver,2015,Supply(CCC),.33
Carver,2016,Supply(CCC),.34
Carver,2017,Supply(CCC),.41
Carver,2018,Supply(CCC),.38
Carver,2012,Supply(HR),
Carver,2013,Supply(HR),.09
Carver,2014,Supply(HR),.1
Carver,2015,Supply(HR),.14
Carver,2016,Supply(HR),.15
Carver,2017,Supply(HR),.18
Carver,2018,Supply(HR),.15
Carver,2012,Supply(Pub),0
Carver,2013,Supply(Pub),0
Carver,2014,Supply(Pub),.02
Carver,2015,Supply(Pub),.02
Carver,2016,Supply(Pub),.02
